sample_id,tube_id,volume_in_microliters
68706,272416,1000
68706,272413,400
68706,272411,60
68706,272642,1000
68706,273022,250
68706,272408,1000
68706,272645,60
68706,272293,1000
68706,272406,400
68707,272656,1000
68707,272427,1000
68707,272299,1000
68707,272661,1000
68707,272657,60
68707,272419,400
68707,272536,1000
68707,273029,700
68707,272662,1000
68707,272654,1000
68707,272423,60
68707,272658,400
68707,272655,1000
68707,272533,1000
68707,272660,1000
68707,272302,1000
68707,272425,400
68707,273038,900
68707,273030,750
68707,272426,1000
68707,272652,400
68707,273037,400
68708,272308,1000
68708,272435,60
68708,272436,400
68708,272305,1000
68708,272667,1000
68708,272539,1000
68708,272664,400
68708,272668,1000
68708,273039,750
68708,273032,450
68708,272542,1000
68708,272431,400
68708,272673,1000
68708,272672,1000
68708,273031,500
68708,272669,60
68708,272430,400
68708,272434,1000
68708,272670,400
68708,272439,1000
68708,272674,1000
68708,272666,1000
68710,272688,400
68710,272692,1000
68710,272317,1000
68710,272551,1000
68710,272460,400
68710,272687,60
68710,273034,500
68710,272462,1000
68710,272697,1000
68710,272554,1000
68710,272694,400
68710,272454,400
68710,272689,400
68710,272320,1000
68710,272453,60
68710,272464,1000
68710,272455,400
68710,273042,500
68711,272702,1000
68711,272560,1000
68711,272710,900
68711,272703,1000
68711,272472,400
68711,272473,400
68711,273035,450
68711,272704,1000
68711,272326,1000
68711,272323,1000
68711,272705,60
68711,272465,60
68711,272467,400
68711,272706,400
68711,272474,1000
68711,273043,200
68711,272707,400
68711,272475,1000
68711,272709,1000
68711,272708,1000
68711,272557,1000
68712,272722,450
68712,272479,400
68712,272332,1000
68712,272478,400
68712,272716,450
68712,272483,60
68712,272485,400
68712,272718,400
68712,272484,400
68712,272717,60
68712,272563,1000
68712,272566,1000
68936,273887,650
68936,273884,400
68936,273713,1000
68936,273768,60
68936,273839,1000
68936,273877,400
68936,273775,400
68936,273881,500
68936,273710,1000
68936,273779,500
68936,273876,60
68936,273773,700
68940,274498,400
68940,274279,700
68940,274278,1000
68940,274280,60
68940,274491,400
68940,274066,1000
68940,274354,1000
68940,274495,700
68940,274281,400
68940,274490,60
68940,274069,1000
68940,274501,800
68940,274357,1000
68940,274284,1000
68940,274285,700
68940,274283,1000
68940,274277,1000
68941,274080,1000
68941,274364,60
68941,274073,1000
68941,274078,400
68941,274361,1000
68941,274076,60
68941,274291,1000
68941,274611,750
68941,274077,400
68941,274359,400
68941,274072,400
68941,274365,400
68941,274702,700
68941,274288,1000
68941,274363,1000
68941,274081,1000
68941,273967,1000
68941,274612,900
68941,274368,1000
68941,273964,1000
68941,274079,1000
68942,274371,400
68942,274087,750
68942,274370,60
68942,273973,1000
68942,274297,1000
68942,274372,400
68942,274083,400
68942,274088,60
68942,274381,700
68942,274375,800
68942,274084,400
68942,274294,1000
68942,273970,1000
68942,274093,800
68943,274101,400
68943,274105,900
68943,274384,400
68943,274300,1000
68943,273976,1000
68943,274387,950
68943,274094,60
68943,274383,400
68943,274385,1000
68943,274382,60
68943,273979,1000
68943,274303,1000
68943,274099,650
68943,274095,400
68944,274107,400
68944,274395,400
68944,274108,400
68944,274115,1000
68944,274617,1000
68944,274110,1000
68944,274400,60
68944,273985,1000
68944,274397,1000
68944,274705,1000
68944,274704,450
68944,274111,1000
68944,274109,1000
68944,274309,1000
68944,273982,1000
68944,274117,1000
68944,274614,1000
68944,274112,60
68944,274613,1000
68944,274401,400
68944,274616,1000
68944,274402,400
68944,274404,1000
68944,274114,400
68944,274703,1000
68944,274306,1000
68944,274116,1000
68947,274432,400
68947,274149,400
68947,274146,1000
68947,274435,400
68947,274145,1000
68947,274147,500
68947,274144,400
68947,274430,60
68947,274438,400
68947,274142,60
68947,274003,1000
68947,274324,1000
68947,274327,1000
68947,274152,1000
68947,274000,1000
68947,274153,500
68947,274151,1000
68947,274437,400
68948,274160,60
68948,274155,400
68948,274159,950
68948,274006,1000
68948,274442,60
68948,274450,400
68948,274156,400
68948,274453,1000
68948,274009,1000
68948,274333,1000
68948,274447,800
68948,274449,400
68948,274165,950
68948,274330,1000
68948,274443,400
68949,274459,700
68949,274462,400
68949,274173,400
68949,274336,1000
68949,274456,400
68949,274177,1000
68949,274166,60
68949,274171,950
68949,274460,60
68949,274168,400
68949,274339,1000
68949,274167,400
68949,274012,1000
68949,274461,400
68949,274015,1000
68950,274021,1000
68950,274472,60
68950,274188,1000
68950,274178,60
68950,274467,400
68950,274477,750
68950,274345,1000
68950,274181,1000
68950,274186,400
68950,274189,750
68950,274342,1000
68950,274182,1000
68950,274018,1000
68950,274180,400
68950,274468,400
68950,274187,1000
68950,274183,850
68950,274471,750
68951,274201,800
68951,274544,60
68951,274200,1000
68951,274504,1000
68951,274027,1000
68951,274507,1000
68951,274194,1000
68951,274192,400
68951,274543,800
68951,274546,400
68951,274549,500
68951,274024,1000
68951,274195,900
68951,274198,400
68951,274193,1000
68951,274196,60
68951,274539,400
68951,274199,1000
68952,274558,400
68952,274513,1000
68952,274202,60
68952,274561,1000
68952,274552,400
68952,274708,750
68952,274030,1000
68952,274709,800
68952,274210,400
68952,274510,1000
68952,274714,900
68952,274206,1000
68952,274203,400
68952,274213,1000
68952,274553,1000
68952,274033,1000
68952,274551,400
68952,274556,60
68954,274042,1000
68954,274235,1000
68954,274581,400
68954,274229,1000
68954,274710,450
68954,274522,1000
68954,274716,800
68954,274230,1000
68954,274234,400
68954,274226,60
68954,274525,1000
68954,274237,1000
68954,274711,500
68954,274585,1000
68954,274236,1000
68954,274233,400
68954,274579,1000
68954,274574,60
68954,274231,1000
68954,274717,1000
68954,274045,1000
68954,274576,400
68955,274242,1000
68955,274593,400
68955,274591,800
68955,274248,1000
68955,274586,60
68955,274528,1000
68955,274531,1000
68955,274588,400
68955,274239,400
68955,274247,1000
68955,274048,1000
68955,274051,1000
68955,274587,400
68955,274245,400
68955,274241,1000
68955,274243,800
68955,274249,750
68955,274238,60
68956,274256,60
68956,274054,1000
68956,274251,400
68956,274254,1000
68956,274057,1000
68956,274258,400
68956,274534,1000
68956,274605,400
68956,274253,1000
68956,274607,1000
68956,274602,1000
68956,274260,1000
68956,274255,1000
68956,274598,60
68956,274713,450
68956,274261,1000
68956,274600,400
68956,274537,1000
68956,274252,400
68956,274259,1000
68961,275180,1000
68961,275207,400
68961,275199,60
68961,275206,400
68961,275198,1000
68961,275187,60
68961,275192,550
68961,275177,1000
68961,275186,650
68961,275195,1000
68961,275200,400
68961,275210,950
68961,275202,1000
68961,275189,400
68965,275465,400
68965,275400,1000
68965,275475,600
68965,275334,500
68965,275471,400
68965,275466,400
68965,275403,1000
68965,275335,60
68965,275470,60
68965,275337,400
68965,275331,400
68965,275298,1000
68965,275295,1000
68966,275484,400
68966,275349,400
68966,275347,60
68966,275352,500
68966,275477,400
68966,275343,400
68966,275483,400
68966,275482,60
68966,275409,1000
68966,275301,1000
68966,275304,1000
68966,275487,750
68967,275494,60
68967,275353,60
68967,275363,1000
68967,275307,1000
68967,275364,900
68967,275362,1000
68967,275356,1000
68967,275361,400
68967,275412,1000
68967,275415,1000
68967,275357,1000
68967,275310,1000
68967,275358,850
68968,275316,1000
68968,275368,1000
68968,275376,950
68968,275371,60
68968,275507,400
68968,275375,1000
68968,275370,1000
68968,275374,1000
68968,275506,60
68968,275505,550
68968,275511,1000
68968,275313,1000
68968,275373,400
68968,275501,400
68968,275418,1000
68968,275369,1000
68968,275421,1000
68970,275660,400
68970,275663,900
68970,275658,60
68970,276077,1000
68970,275591,1000
68970,276074,1000
68970,275669,750
68970,275588,1000
68970,275659,400
68970,276122,600
68970,276128,500
68970,276117,60
68970,276124,400
68971,276083,1000
68971,275597,1000
68971,276140,750
68971,276136,400
68971,276080,1000
68971,275594,1000
68971,275676,60
68971,276129,60
68971,276134,750
68971,275681,900
68972,276152,400
68972,275603,1000
68972,276143,400
68972,276148,400
68972,275690,400
68972,276141,60
68972,275684,400
68972,275689,400
68972,275682,60
68972,275600,1000
68972,276086,1000
68972,276089,1000
68972,275687,600
68973,275699,450
68973,276092,1000
68973,275696,400
68973,275701,400
68973,276155,400
68973,275700,60
68973,276095,1000
68973,275609,1000
68973,276161,400
68973,276159,60
68973,275705,700
68973,275606,1000
68973,276154,400
68974,275612,1000
68974,276176,700
68974,276098,1000
68974,275709,1000
68974,275713,400
68974,276101,1000
68974,276165,60
68974,275708,400
68974,275712,60
68974,276173,400
68974,275615,1000
68974,276170,500
68974,275714,400
68974,275716,1000
68975,275724,60
68975,276181,1000
68975,275618,1000
68975,276182,400
68975,275621,1000
68975,276187,1000
68975,276184,400
68975,276104,1000
68975,276107,1000
68975,276183,60
68975,276179,400
68975,276180,1000
68975,276186,1000
68979,275773,400
68979,276209,350
68979,275766,60
68979,275645,1000
68979,275767,400
68979,275892,60
68979,275771,1000
68979,275888,400
68979,275816,1000
68979,275819,1000
68979,275642,1000
68979,275896,1000
68979,275774,400
68979,275776,1000
68979,275889,1000
68979,275887,400
68980,275822,1000
68980,275904,60
68980,275648,1000
68980,275783,750
68980,275784,60
68980,275789,750
68980,275651,1000
68980,275900,400
68980,275786,400
68980,275903,500
68980,275779,400
68980,275909,950
68980,275905,400
68980,275825,1000
68981,275657,1000
68981,275912,400
68981,275792,400
68981,275790,60
68981,275910,60
68981,275654,1000
68981,275828,1000
68981,275831,1000
68982,276014,400
68982,275931,1000
68982,276017,400
68982,276012,60
68982,276021,1000
68982,275932,1000
68982,275922,60
68982,276019,400
68982,275837,1000
68982,275929,400
68982,275834,1000
68982,275930,400
68982,275926,1000
68982,275927,1000
68982,275984,1000
68982,275987,1000
68982,275925,1000
68982,275933,500
68984,276043,400
68984,275999,1000
68984,276038,400
68984,275948,400
68984,275846,1000
68984,275996,1000
68984,276047,700
68984,275947,400
68984,275946,60
68984,275951,700
68984,275849,1000
68984,275957,700
68984,276041,700
68984,276042,60
68985,276002,1000
68985,276053,1000
68985,275965,400
68985,276005,1000
68985,276054,60
68985,275960,400
68985,275855,1000
68985,275969,950
68985,275852,1000
68985,275958,60
68985,275966,400
68985,276055,400
68985,275963,1000
68985,276049,400
68985,276051,1000
68986,275972,400
68986,275979,1000
68986,275971,400
68986,275861,1000
68986,276070,1000
68986,276213,900
68986,275980,1000
68986,275977,400
68986,275976,60
68986,275975,1050
68986,275981,1000
68986,276066,60
68986,276065,900
68986,275973,1000
68986,276011,1000
68986,276067,400
68986,275858,1000
68986,276008,1000
68986,275974,1000
68986,276061,400
68991,276497,1000
68991,276532,400
68991,276500,1000
68991,276572,1000
68991,276597,60
68991,276531,60
68991,276602,500
68991,276608,500
68991,276598,400
68991,276527,400
68991,276604,400
68991,276569,1000
68992,276506,1000
68992,276503,1000
68992,276609,60
68992,276547,1000
68992,276544,400
68992,276575,1000
68992,276540,1000
68992,276546,1000
68992,276578,1000
68992,276545,400
68992,276543,60
68992,276541,1000
68992,276538,400
68993,276512,1000
68993,276628,400
68993,276626,450
68993,276556,400
68993,276509,1000
68993,276584,1000
68993,276627,60
68993,276622,400
68993,276629,400
68993,276549,60
68995,276954,1000
68995,276956,750
68995,276833,400
68995,276875,1000
68995,276955,1000
68995,276830,1000
68995,276959,400
68995,276960,1000
68995,276832,400
68995,276829,1000
68995,276962,800
68995,276961,1000
68995,276749,1000
68995,276826,400
68995,276752,1000
68995,276878,1000
68995,276825,60
68995,276957,60
68998,276914,500
68998,276787,1000
68998,276905,400
68998,276912,1000
68998,276779,400
68998,276968,250
68998,276909,60
68998,276907,1000
68998,276785,400
68998,276913,1000
68998,276782,1000
68998,276728,1000
68998,276851,1000
68998,276908,450
68998,276725,1000
68998,276854,1000
68998,276783,60
68998,276906,1000
68998,276784,400
68999,276924,1000
68999,276921,60
68999,276796,400
68999,276790,400
68999,276917,400
68999,276731,1000
68999,276916,400
68999,276734,1000
68999,276789,60
68999,276860,1000
68999,276918,1000
68999,276800,600
68999,276857,1000
68999,276794,700
68999,276791,400
68999,276923,400
69000,276932,1000
69000,276807,60
69000,276808,400
69000,276935,400
69000,276866,1000
69000,276802,400
69000,276805,1000
69000,276938,900
69000,276809,400
69000,276740,1000
69000,276933,60
69000,276804,1000
69000,276863,1000
69001,276944,500
69001,276746,1000
69001,276869,1000
69001,276821,400
69001,276872,1000
69001,276815,400
69001,276939,60
69001,276814,400
69001,276950,450
69001,276743,1000
69001,276813,60
69001,276818,700
69001,276946,400
69004,277073,1000
69004,277092,60
69004,277303,900
69004,277300,400
69004,277094,400
69004,277298,60
69004,277222,1000
69004,277294,400
69004,277097,400
69004,277099,400
69004,277297,500
69004,277225,1000
69004,277070,1000
69005,277108,1000
69005,277115,1000
69005,277079,1000
69005,277308,1000
69005,277228,1000
69005,277109,1000
69005,277304,60
69005,277113,1000
69005,277114,1000
69005,277231,1000
69005,277110,60
69005,277111,400
69005,277076,1000
69005,277107,1000
69006,278014,500
69006,277316,60
69006,278013,750
69006,277127,1000
69006,277317,400
69006,278015,900
69006,277237,1000
69006,278012,450
69006,277085,1000
69006,277119,1000
69006,277320,1000
69006,277324,400
69006,277116,60
69006,277124,400
69006,277327,1000
69006,277082,1000
69008,277500,550
69008,277438,1000
69008,277504,400
69008,277340,60
69008,277441,1000
69008,277506,700
69008,277498,400
69008,277249,1000
69008,277246,1000
69008,277348,400
69008,277499,1000
69008,277502,60
69008,277505,1000
69009,277354,400
69009,277252,1000
69009,277358,60
69009,277447,1000
69009,277360,400
69009,277516,400
69009,277255,1000
69009,277444,1000
69009,277353,400
69009,277514,60
69010,277529,1000
69010,277370,60
69010,277365,400
69010,277453,1000
69010,277526,60
69010,277261,1000
69010,277528,400
69010,277530,1000
69010,277258,1000
69010,277369,600
69010,277531,350
69010,277523,1000
69010,277521,400
69010,277450,1000
69010,277366,400
69010,277522,400
69010,277524,1000
69010,277375,650
69012,277465,1000
69012,277547,1000
69012,277396,400
69012,277548,1000
69012,277273,1000
69012,277550,60
69012,277462,1000
69012,277389,400
69012,277549,800
69012,278016,750
69012,277552,400
69012,277555,700
69012,277393,1000
69012,277392,1000
69012,277546,400
69012,277394,60
69012,277554,1000
69012,277395,400
69012,277553,1000
69012,277270,1000
69013,278025,450
69013,277401,400
69013,277408,400
69013,277559,1000
69013,277402,400
69013,277468,1000
69013,277557,400
69013,277279,1000
69013,277400,60
69013,277410,1000
69013,277404,1000
69013,278024,500
69013,277411,1000
69013,277276,1000
69013,277471,1000
69013,277409,1000
69013,277556,60
69013,277558,400
69013,277567,1000
69014,277285,1000
69014,277414,400
69014,277572,900
69014,277568,60
69014,277571,1000
69014,277578,450
69014,277570,400
69014,277577,1000
69014,277575,400
69014,277477,1000
69014,277474,1000
69014,277282,1000
69014,277419,400
69014,277418,60
69014,277420,400
69015,277591,600
69015,277480,1000
69015,277588,400
69015,277584,1000
69015,277424,60
69015,277432,400
69015,277426,400
69015,277291,1000
69015,277585,550
69015,277587,400
69015,277580,60
69015,277427,1000
69015,277583,1000
69015,278019,250
69015,277288,1000
69015,277589,1000
69015,277428,1000
69015,277431,400
69015,277590,1000
69015,277483,1000
69016,277599,400
69016,277699,900
69016,277602,1000
69016,277596,1050
69016,277595,1000
69016,277593,400
69016,277601,1000
69016,277594,400
69016,277696,400
69016,277695,400
69016,277694,60
69016,277621,1000
69016,277598,60
69016,277489,1000
69016,277693,750
69016,277618,1000
69016,277486,1000
69017,277700,60
69017,277492,1000
69017,277606,400
69017,277711,750
69017,277611,400
69017,277708,400
69017,277612,400
69017,277604,60
69017,277495,1000
69017,277624,1000
69017,277702,400
69017,277615,500
69017,277705,650
69017,277627,1000
69018,277723,800
69018,277713,400
69018,277897,700
69018,277834,1000
69018,277717,750
69018,277720,400
69018,277899,400
69018,277630,1000
69018,277712,60
69018,277892,60
69018,277633,1000
69018,277894,400
69018,277837,1000
69018,277903,700
69019,277731,400
69019,277904,60
69019,277725,400
69019,277735,900
69019,277840,1000
69019,277636,1000
69019,277905,400
69019,277724,60
69019,277843,1000
69019,277912,400
69019,277639,1000
69019,277734,1000
69020,277923,400
69020,277739,1000
69020,277737,400
69020,277918,400
69020,277922,60
69020,277744,400
69020,277642,1000
69020,277849,1000
69020,277927,900
69020,277645,1000
69020,277738,400
69020,277742,60
69020,277921,1000
69020,277746,1000
69020,277846,1000
69020,277917,400
69020,278028,750
69021,278034,500
69021,277754,60
69021,277939,1000
69021,277933,1000
69021,278029,750
69021,277937,1000
69021,277932,1000
69021,277750,400
69021,277928,60
69021,277852,1000
69021,277648,1000
69021,277855,1000
69021,278035,700
69021,277930,400
69021,277938,1000
69021,278030,900
69021,277931,1000
69021,277752,1000
69021,277749,400
69021,277936,400
69021,277651,1000
69021,277757,1000
69022,277861,1000
69022,277765,750
69022,277771,700
69022,277940,60
69022,277766,60
69022,277942,400
69022,277654,1000
69022,277761,400
69022,277951,450
69022,277948,400
69022,277858,1000
69022,277945,700
69022,277762,400
69022,277657,1000
69023,277957,450
69023,277663,1000
69023,277959,400
69023,277864,1000
69023,277956,1000
69023,277960,400
69023,277777,700
69023,277961,1000
69023,277955,1000
69023,277660,1000
69023,277867,1000
69023,277962,1000
69023,277783,550
69023,277780,400
69023,277958,60
69023,277953,400
69023,277778,60
69023,277774,400
69024,277789,1000
69024,277975,700
69024,277873,1000
69024,277790,60
69024,277972,400
69024,277794,1000
69024,277870,1000
69024,277666,1000
69024,277791,400
69024,277966,400
69024,277792,400
69024,277964,60
69024,277786,400
69024,277965,400
69024,277669,1000
69025,277807,450
69025,277798,400
69025,277876,1000
69025,277803,400
69025,277672,1000
69025,277675,1000
69025,277796,60
69025,277982,60
69025,277983,400
69025,277879,1000
69025,277977,400
69025,277797,400
69026,277681,1000
69026,277989,400
69026,277882,1000
69026,277808,60
69026,277990,400
69026,277988,60
69026,277815,400
69026,277885,1000
69026,277810,400
69026,277813,750
69026,277819,400
69026,277996,400
69026,277678,1000
69027,278002,400
69027,277831,1000
69027,278010,1000
69027,277687,1000
69027,277821,400
69027,278007,400
69027,278003,1000
69027,278009,1000
69027,277888,1000
69027,277822,400
69027,278005,200
69027,277828,400
69027,278000,60
69027,277891,1000
69027,277820,60
69027,278008,400
69027,277684,1000
69027,278004,1000
69028,278103,400
69028,278082,1000
69028,278102,1000
69028,278046,1000
69028,278049,1000
69028,278092,60
69028,278085,1000
69028,278095,1000
69028,278101,1000
69028,278100,400
69028,278099,400
69028,278096,1000
69028,278056,60
69030,278130,1000
69030,278149,1000
69030,278151,800
69030,278133,1000
69030,278157,800
69030,278184,1000
69030,278155,1000
69030,278150,1000
69030,278154,400
69030,278156,1000
69030,278187,1000
69030,278206,60
69030,278152,60
69031,278164,60
69031,278220,400
69031,278193,1000
69031,278219,400
69031,278213,400
69031,278218,60
69031,278165,400
69031,278190,1000
69031,278136,1000
69031,278163,750
69031,278217,400
69031,278169,800
69031,278139,1000
69032,278181,750
69032,278175,900
69032,278199,1000
69032,278170,60
69032,278142,1000
69032,278177,400
69032,278230,60
69032,278145,1000
69035,278450,400
69035,278453,1000
69035,278347,60
69035,278352,900
69035,278346,900
69035,278412,1000
69035,278456,400
69035,278460,1000
69035,278301,1000
69035,278304,1000
69035,278455,60
69035,278457,400
69035,278349,400
69036,278463,400
69036,278354,400
69036,278307,1000
69036,278353,60
69036,278468,400
69036,278467,60
69036,278472,400
69036,278418,1000
69036,278360,400
69036,278310,1000
69036,278469,400
69036,278361,400
69037,278316,1000
69037,278313,1000
69037,278480,400
69037,278373,400
69037,278424,1000
69037,278479,60
69037,278372,400
69037,278371,60
69037,278474,400
69038,278377,60
69038,278493,400
69038,278387,800
69038,278430,1000
69038,278381,1000
69038,278492,400
69038,278427,1000
69038,278490,500
69038,278386,1000
69038,278380,1000
69038,278322,1000
69038,278319,1000
69038,278384,400
69038,278491,60
69038,278385,400
69038,278496,500
69039,278396,400
69039,278501,1000
69039,278436,1000
69039,278399,1000
69039,278328,1000
69039,278502,1000
69039,278389,60
69039,278397,400
69039,278497,60
69039,278394,1000
69039,278325,1000
69041,278702,1000
69041,278553,1000
69041,278701,400
69041,278699,60
69041,278647,1000
69041,278599,60
69041,278703,900
69041,278556,1000
69041,278697,800
69041,278644,1000
69041,278696,1000
69042,278712,400
69042,278709,1000
69042,278653,1000
69042,278716,900
69042,278613,400
69042,278705,60
69042,278616,700
69042,278619,400
69042,278650,1000
69042,278621,1000
69042,278617,60
69042,278562,1000
69043,278563,60
69043,278663,60
69043,278626,1000
69043,278664,400
69043,278629,1000
69043,278565,400
69043,278570,400
69043,278538,1000
69043,278668,750
69043,278574,1000
69043,278566,1000
69043,278662,950
69043,278571,400
69046,278850,400
69046,279001,1000
69046,278995,1000
69046,278802,1000
69046,278949,1000
69046,278946,1000
69046,278996,1000
69046,278848,60
69046,278994,400
69046,278805,1000
69046,278998,60
69046,278993,400
69046,279002,1000
69046,278999,400
69047,278952,1000
69047,278862,400
69047,279007,1000
69047,279006,400
69047,279008,1000
69047,278868,400
69047,279012,400
69047,279009,300
69047,278860,60
69047,278861,400
69047,278955,1000
69047,278871,200
69047,279010,60
69047,279005,400
69047,279014,1000
69047,278808,1000
69047,279013,1000
69047,278811,1000
69049,279029,400
69049,278885,400
69049,278823,1000
69049,279034,60
69049,279030,400
69049,278892,400
69049,278967,1000
69049,278895,60
69049,278820,1000
69049,278891,400
69049,279035,400
69049,278964,1000
69051,278979,1000
69051,279056,900
69051,279061,1000
69051,279062,1000
69051,279060,400
69051,279055,1000
69051,278909,400
69051,278832,1000
69051,278914,60
69051,278835,1000
69051,279052,60
69051,278915,400
69051,279054,400
69051,278976,1000
69052,278931,700
69052,279067,1000
69052,279072,400
69052,278838,1000
69052,279073,1000
69052,279070,60
69052,278920,60
69052,279075,500
69052,279068,1000
69052,279065,400
69052,278841,1000
69052,278927,400
69052,278925,500
69052,278985,1000
69052,279074,1000
69052,278928,400
69052,279071,400
69052,278982,1000
69053,278934,400
69053,279080,1000
69053,279085,1000
69053,278988,1000
69053,278991,1000
69053,278932,60
69053,279083,400
69053,279084,400
69053,278937,700
69053,279079,1000
69053,278844,1000
69053,278943,450
69053,279076,60
69053,278847,1000
69053,279077,400
69053,279086,1000
69053,279081,500
69053,278933,400
69054,279151,1000
69054,279143,400
69054,279311,400
69054,279150,400
69054,279090,1000
69054,279255,1000
69054,279309,750
69054,279310,60
69054,279153,1000
69054,279312,400
69054,279093,1000
69054,279252,1000
69054,279315,700
69054,279142,60
69054,279144,400
69055,279159,250
69055,279322,60
69055,279324,400
69055,279156,400
69055,279258,1000
69055,279154,60
69055,279162,400
69055,279099,1000
69055,279155,400
69055,279096,1000
69055,279261,1000
69056,279331,1000
69056,279329,400
69056,279102,1000
69056,279168,400
69056,279105,1000
69056,279166,60
69056,279332,800
69056,279267,1000
69056,279330,400
69056,279337,1000
69056,279328,60
69056,279264,1000
69056,279173,400
69056,279174,400
69056,279338,750
69057,279343,1000
69057,279108,1000
69057,279350,1000
69057,279270,1000
69057,279341,400
69057,279111,1000
69057,279184,60
69057,279347,400
69057,279344,500
69057,279340,60
69057,279273,1000
69057,279180,400
69057,279349,1000
69058,279114,1000
69058,279357,750
69058,279191,400
69058,279117,1000
69058,279200,1000
69058,279192,400
69058,279360,400
69058,279198,400
69058,279276,1000
69058,279363,750
69058,279359,400
69058,279356,1000
69058,279355,1000
69058,279361,1000
69058,279201,750
69058,279279,1000
69058,279352,60
69058,279190,60
69058,279362,1000
69059,279412,700
69059,279212,1000
69059,279206,1000
69059,279367,1000
69059,279282,1000
69059,279374,1000
69059,279285,1000
69059,279416,450
69059,279210,400
69059,279123,1000
69059,279365,400
69059,279364,60
69059,279371,400
69059,279209,400
69059,279202,60
69059,279204,400
69059,279120,1000
69059,279413,750
69060,279291,1000
69060,279288,1000
69060,279214,60
69060,279384,400
69060,279126,1000
69060,279382,60
69060,279222,400
69060,279221,400
69060,279216,400
69060,279378,400
69060,279219,400
